event_title,question,volume,created_at,end_date,tipo_alerta
Dubai Tennis Championships: Daniil Medvedev vs Jenson Brooksby,Dubai Tennis Championships: Daniil Medvedev vs Jenson Brooksby,200371.248271,2026-02-25 17:00:11.000000 UTC,2026-03-05 10:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Jasper win the 2025 National Heads-Up Poker Championship?,200042.2755,2025-08-03 16:21:20.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Frank Brannan win the 2025 National Heads-Up Poker Championship?,199780.992771,2025-08-03 16:21:07.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
"US Men's Clay Court Championships, Qualification: Jack Pinnington Jones vs J.J. Wolf","US Men's Clay Court Championships, Qualification: Jack Pinnington Jones vs J.J. Wolf",198894.81835300021,2026-03-28 04:00:03.000000 UTC,2026-04-04 16:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
F1 Constructor's Championship: 2nd Place,Will Red Bull Racing finish second in the 2025 Constructors' Championship?,198879.557333,2025-04-22 21:15:28.000000 UTC,2025-12-07 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Which teams will reach the Round of 16 of the UEFA Champions League?,Will Stade Brestois advance to the Round of 16 in the 2024-25 UEFA Champions League?,198196.608713,2025-01-28 00:30:22.000000 UTC,2025-02-19 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Winner,Will Atletico Madrid win the 2023-24 Champions League?,197994.793871,2024-01-30 18:52:12.000000 UTC,2024-05-30 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Antonia Ruzic vs Anastasia Zakharova,Dubai Duty Free Tennis Championships: Antonia Ruzic vs Anastasia Zakharova,197810.92843,2026-02-16 17:00:18.000000 UTC,2026-02-24 10:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
World Test Championship: India vs South Africa (Game 2),Will India win?,197206.436715,2025-11-15 05:00:03.000000 UTC,2025-11-29 03:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Vinny Lingham win the 2025 National Heads-Up Poker Championship?,196126.26839,2025-08-03 16:21:32.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Brazil God win the 2025 National Heads-Up Poker Championship?,194710.071332,2025-08-03 16:21:24.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Which EPL team will qualify for the 2025-26 Champions League?,Will Aston Villa qualify for the 2025–26 UEFA Champions League?,193720.013363,2025-05-05 23:18:02.000000 UTC,2025-05-25 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Tomas Etcheverry vs Federico Agustin Gomez,US Men's Clay Court Championships: Tomas Etcheverry vs Federico Agustin Gomez,193614.41947099971,2026-03-29 22:00:08.000000 UTC,2026-04-07 15:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Andrey Rublev vs Valentin Royer,Dubai Tennis Championships: Andrey Rublev vs Valentin Royer,193170.376607,2026-02-21 17:00:17.000000 UTC,2026-03-02 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Kasey Lyn Mills win the 2025 National Heads-Up Poker Championship?,192424.839179,2025-08-03 16:21:22.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Hellenic Championship: Novak Djokovic vs Nuno Borges,Hellenic Championship: Novak Djokovic vs Nuno Borges,191908.904782,2025-11-04 23:00:02.000000 UTC,2025-11-13 09:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League: Team to advance to semis,Will Arsenal reach the UEFA Champions League semifinal?,191561.5844450001,2026-03-09 18:03:42.000000 UTC,2026-05-07 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Which teams will reach the Round of 16 of the UEFA Champions League?,Will Manchester City advance to the Round of 16 in the 2024-25 UEFA Champions League?,191534.14027,2025-01-28 00:30:30.000000 UTC,2025-02-19 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Top Scorer,Will Jude Bellingham be the top Champions League scorer?,191198.243633,2025-02-24 18:49:12.000000 UTC,2025-05-31 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Coco Gauff vs Anna Kalinskaya,Dubai Duty Free Tennis Championships: Coco Gauff vs Anna Kalinskaya,190757.705109,2026-02-16 17:00:21.000000 UTC,2026-02-24 10:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
NFL Conference Championships,NFL: Will the Chiefs beat the Bengals by more than 7.5 points in their January 30 matchup?,189061.609552,2022-01-29 18:45:36.000000 UTC,2022-02-06 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Maria Konnikova win the 2025 National Heads-Up Poker Championship?,188838.171,2025-08-03 16:21:23.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Winner,Will Dortmund win the 2023-24 Champions League?,188245.645205,2024-01-30 18:52:12.000000 UTC,2024-05-30 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions Chess Tour Winner,Will Magnus Carlsen win the Champions Chess Tour Finals?,186175.370575,2024-12-11 20:25:41.000000 UTC,2024-12-21 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Moyuka Uchijima vs Anastasia Zakharova,Dubai Duty Free Tennis Championships: Moyuka Uchijima vs Anastasia Zakharova,185304.937564,2026-02-15 17:00:07.000000 UTC,2026-02-23 10:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 IIHF World Championship,Will Canada win the 2025 IIHF World Championship?,184939.593436,2025-05-08 22:09:28.000000 UTC,2025-05-25 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
"Dubai Duty Free Tennis Championships, Qualification: Elisabetta Cocciaretto vs Donna Vekic","Dubai Duty Free Tennis Championships, Qualification: Elisabetta Cocciaretto vs Donna Vekic",184839.348493,2026-02-12 17:00:13.000000 UTC,2026-02-20 10:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League: Team to advance to semis,Will Liverpool reach the UEFA Champions League semifinal?,184741.690166,2026-03-09 18:03:44.000000 UTC,2026-05-07 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Johnnie Vibes win the 2025 National Heads-Up Poker Championship?,183700.685,2025-08-03 16:21:28.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Katerina Siniakova vs Paula Badosa,Dubai Duty Free Tennis Championships: Katerina Siniakova vs Paula Badosa,183376.928326,2026-02-14 17:00:07.000000 UTC,2026-02-22 06:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
PGA TOUR Wyndham Championship – Winner ,Will Cameron Young win the 2025 Wyndham Championship?,183122.127667,2025-07-27 23:12:02.000000 UTC,2025-08-04 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
World Test Championship: Australia vs England (Game 5),Will England win?,181464.301442,2025-12-28 05:00:18.000000 UTC,2026-01-10 23:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Speed Chess Championship 2025–2026 Winner,Will Denis Lazavik win the 2025–2026 Speed Chess Championship?,180557.709678,2025-10-29 21:40:37.000000 UTC,2026-02-09 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
World Chess Championship: Game 14,Will Ding Liren win Game 14 of the World Chess Championship?,179270.394809,2024-12-02 20:36:11.000000 UTC,2024-12-12 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Belinda Bencic vs Sara Bejlek,Dubai Duty Free Tennis Championships: Belinda Bencic vs Sara Bejlek,178021.527281,2026-02-16 17:00:10.000000 UTC,2026-02-24 08:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
PGA TOUR: Travelers Championship Winner ,Will Keegan Bradley win the 2025 Travelers Championship?,177479.290344,2025-06-16 00:25:57.000000 UTC,2025-06-23 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Iva Jovic vs Jessica Pegula,Dubai Duty Free Tennis Championships: Iva Jovic vs Jessica Pegula,176116.919836,2026-02-17 11:00:08.000000 UTC,2026-02-26 06:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Final: Man City v. Inter,Champions League Final: Man City v. Inter,175593.743288,2023-06-07 03:10:35.000000 UTC,2023-06-10 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 EuroBasket Championship Winner ,Will Germany win the 2025 EuroBasket Championship?,175119.017901,2025-08-26 00:16:09.000000 UTC,2025-09-20 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Hellenic Championship: Stan Wawrinka vs Botic van de Zandschulp,Hellenic Championship: Stan Wawrinka vs Botic van de Zandschulp,173167.283481,2025-10-31 22:00:14.000000 UTC,2025-11-09 08:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Top Scorer,Will Bukayo Saka be the top Champions League scorer?,172688.46749,2025-02-24 18:49:09.000000 UTC,2025-05-31 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League: Top Scorer,Will de Goes Rodrygo be the 2025/2026 top UCL goal scorer?,172510.33002400002,2025-09-17 18:44:42.000000 UTC,2026-05-30 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
World Chess Championship: Game 14,Will Gukesh Dommaraju win Game 14 of the World Chess Championship?,171654.225344,2024-12-02 20:36:45.000000 UTC,2024-12-12 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Martin Damm vs Brandon Nakashima,US Men's Clay Court Championships: Martin Damm vs Brandon Nakashima,168872.36334099993,2026-03-28 04:00:14.000000 UTC,2026-04-06 15:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Winner,Will Arsenal win the 2023-24 Champions League?,166291.710055,2024-01-30 18:52:12.000000 UTC,2024-05-30 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Hellenic Championship: Alexandre Muller vs Lorenzo Musetti,Hellenic Championship: Alexandre Muller vs Lorenzo Musetti,166158.974826,2025-11-05 23:00:01.000000 UTC,2025-11-13 13:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 EuroBasket Championship Winner ,Will Turkey win the 2025 EuroBasket Championship?,166148.955453,2025-08-26 00:16:13.000000 UTC,2025-09-20 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
PDC World Championship,Will Michael Van Gerwen win the 2024-25 PDC World Championship?,163976.637888,2024-12-06 19:12:17.000000 UTC,2025-01-03 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League: Which teams advance to round of 16?,Will Borussia Dortmund advance to the round of 16?,163633.301856,2025-09-17 20:26:28.000000 UTC,2025-12-31 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
"US Men's Clay Court Championships, Qualification: Liam Draxl vs Mitchell Krueger","US Men's Clay Court Championships, Qualification: Liam Draxl vs Mitchell Krueger",163488.54516999997,2026-03-28 04:00:04.000000 UTC,2026-04-04 17:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Round of 16: Which team will advance?,Will Paris Saint-Germain or Liverpool advance in the UCL Round of 16?,162743.135776,2025-02-21 19:41:29.000000 UTC,2025-03-12 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
World Test Championship: Australia vs England (Game 2),Will Australia win?,162530.240546,2025-11-27 05:00:02.000000 UTC,2025-12-11 04:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Linda Noskova vs Sorana Cirstea,Dubai Duty Free Tennis Championships: Linda Noskova vs Sorana Cirstea,162092.421812,2026-02-16 17:00:07.000000 UTC,2026-02-24 13:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
